id	headword	parts_of_speech	cefr_levels	primary_skill	mode	priority	prompt_status	teacher_approved_sense	image_status	proper_noun_sense_removed
angry-246d1dc7	angry	adjective	A1|A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
animal-3199ea05	animal	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
anniversary-9280ae13	anniversary	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
annoy-8adff271	annoy	verb	B1|B2	reading	action-scene	high	needs_teacher_approved_sense		pending	no
answer-25dc282b	answer	noun|verb	A1|A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
anxious-3d58dabf	anxious	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
any-c5fe0200	any	adverb|determiner|pronoun	A1|A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
anyway-736b67b3	anyway	adverb	A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
anywhere-112c2a06	anywhere	adverb|pronoun	A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
apartment-2cdbffdc	apartment	noun	A1|A2|B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
apple-d0be2dc4	apple	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
application-d2005cc2	application	noun	B1|B2	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
area-699e8ae9	area	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
around-405928ee	around	adverb|preposition	A1|A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
arrange-991eccff	arrange	verb	A2|B1	listening	action-scene	high	needs_teacher_approved_sense		pending	no
arrive-163001e2	arrive	verb	A1|A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
art-4f468a68	art	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
article-565cecd7	article	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
artist-55051f25	artist	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
as-df211ccd	as	adverb|conjunction|preposition	A1|A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
ashamed-0f43c8dd	ashamed	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
ask-1c8f0927	ask	verb	A1|A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
assistant-27a9612b	assistant	adjective|noun	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
atmosphere-ffa2fbc7	atmosphere	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
attack-a6d81694	attack	noun|verb	A2|B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
attitude-628912ee	attitude	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
attraction-135be243	attraction	noun	B1|B2	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
aunt-28909cfb	aunt	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
autumn-91fb6427	autumn	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
away-f416d44c	away	adverb	A1|A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
baby-6cf34755	baby	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
back-61bb8d29	back	adjective|adverb|noun|verb	A1|A2|B1|B2	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
bad-1902e3d6	bad	adjective	A1|A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
badminton-364d83e1	badminton	noun	B1|B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
bag-9b4e473e	bag	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
bake-74521faf	bake	verb	B1|B2	reading	action-scene	high	needs_teacher_approved_sense		pending	no
ball-8bec0406	ball	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
ballet-c82f3ac1	ballet	noun	B1|B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
banana-250e77f1	banana	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
band-2502deb4	band	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
basement-52f948f2	basement	noun	B2	listening	concept-metaphor	high	needs_teacher_approved_sense		pending	no
bat-9b64d4ad	bat	noun|verb	B1|B2|C1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
bath-b483b668	bath	noun|verb	A1|A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
bathroom-72bfb054	bathroom	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
be-986b1bc1	be	auxiliary verb|verb	A1|A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
beach-48617412	beach	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
bear-09f5edeb	bear	noun|verb	A2|B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
beat-47668d39	beat	noun|verb|verb phrase	A2|B1|B2	speaking	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
beautiful-6393bcdf	beautiful	adjective	A1|A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
become-7bcbf908	become	verb	A1|A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
bed-fefe2393	bed	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
before-51de2b83	before	adverb|conjunction|preposition	A1|A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
begin-8cbd0a74	begin	verb	A1|A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
behind-fb6dbd81	behind	adverb|preposition	A1|A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
believe-94ec44c4	believe	verb	A1|A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
belong-f9e0fbf3	belong	verb	A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
below-489c7fc8	below	adverb|preposition	A1|A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
belt-aec3c10f	belt	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
between-70963405	between	adverb|preposition	A1|A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
bicycle-a3e3318b	bicycle	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
big-95c4bea1	big	adjective	A1|A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
bike-44d53690	bike	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
bill-c692d6a1	bill	noun|verb	A1|A2|B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
biography-bf7d7e82	biography	noun	B1|B2|C1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
biology-324d1dcc	biology	noun	A2|B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
bird-cd92815b	bird	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
birthday-d98f2c58	birthday	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
biscuit-5ab86061	biscuit	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
bit-026e996a	bit	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
blanket-60791989	blanket	noun	A2|B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
blog-169254c4	blog	noun	A1|B1|C1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
blow-a6ffe720	blow	noun|verb	A2|B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
body-02083f45	body	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
bone-ffdf4ccb	bone	noun	A2|B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
book-e7e694c5	book	noun|verb	A1|A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
bookshop-4feb7406	bookshop	noun	A2|B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
boot-5c73b0c6	boot	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
bored-aa6897a9	bored	adjective	A1|A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
boring-2c7fba49	boring	adjective	A1|A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
born-03715355	born	adjective|verb	A1|A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
boss-05b1f356	boss	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
bottle-afcac354	bottle	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
bottom-c03e9099	bottom	adjective|noun	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
bowl-4a07eca0	bowl	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
box-c7d8a6d7	box	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
boy-ceac9b04	boy	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
branch-10d735e5	branch	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
break-4f9cac8d	break	noun|verb	A1|A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
breakfast-9e3a8225	breakfast	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
brilliant-2f2aa30f	brilliant	adjective	A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
bring-7942c724	bring	verb	A1|A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
brother-d67cca5a	brother	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
build-80754af9	build	verb	A1|A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
building-b8114546	building	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
burger-7a86b154	burger	noun	A2|B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
burn-03b5db72	burn	noun|verb	A2|B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
bus-32c70ceb	bus	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
business-6a577a77	business	noun	A1|A2|B1	reading	concept-metaphor	high	needs_teacher_approved_sense		pending	no
businessman-3d854ffe	businessman	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
busy-e18a89f9	busy	adjective	A1|A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
butter-d99a16eb	butter	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
buy-a066f070	buy	verb	A1|A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
by-40815864	by	adverb|preposition	A1|A2|B1	reading	manner-sequence	high	needs_teacher_approved_sense		pending	no
cake-5ddc2ae1	cake	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
call-bc8d8647	call	noun|verb	A1|A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
camera-251e382f	camera	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
camp-fac37bc7	camp	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
can-7e9219a0	can	modal verb|noun|verb	A1|A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
canal-bdc7b3f6	canal	noun	A2|B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
candle-7aa020f7	candle	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
canteen-f52207dc	canteen	noun	B1|B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
capital-5d8df9b1	capital	adjective|noun	A1|B1|B2	writing	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
captain-85f45e16	captain	noun	B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
car-9e32521d	car	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
card-2ab0591d	card	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
careful-7c41bee1	careful	adjective	A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
carpet-be207b77	carpet	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
carriage-a063e117	carriage	noun	B2|C1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
carrot-d8bfad4b	carrot	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
carry-bc439987	carry	verb	A1|A2|B1	reading	action-scene	high	needs_teacher_approved_sense		pending	no
cartoon-d524ea47	cartoon	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
cat-9d989e8d	cat	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
catalogue-1b946f91	catalogue	noun	B2|C1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
catch-9ebad64e	catch	noun|verb	A2|B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
cattle-7ba71fae	cattle	noun	B1|C1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
cave-9dba6a05	cave	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
cd-03477819	CD	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
celebrity-936f3a7e	celebrity	noun	A2|B1|C1	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
cent-db9149cb	cent	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
central-heating-cd04d044	central heating	noun	B1|B2|C1	reading	context-scene	high	needs_teacher_approved_sense		pending	no
certain-eb27a323	certain	adjective	A2|B1	reading	contrast-pair	high	needs_teacher_approved_sense		pending	no
certificate-735ad571	certificate	noun	B1|B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
chair-851e13a6	chair	noun|verb	A1|A2|B1|B2	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
championship-84e2ed80	championship	noun	B1|B2	listening	concept-metaphor	high	needs_teacher_approved_sense		pending	no
change-7550b672	change	noun|verb	A1|A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
channel-fbe7d7ba	channel	noun	A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
chapter-09d4c7f1	chapter	noun	B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
character-f0db3fa4	character	noun	A2|B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
charity-db786328	charity	noun	A2|B1|C1	writing	concept-metaphor	high	needs_teacher_approved_sense		pending	no
chat-7ecde348	chat	noun|verb	A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
check-d56d9853	check	noun|verb	A1|A2|B1	reading	multi-sense-panel	high	needs_teacher_approved_sense		pending	no
cheerful-e86b4785	cheerful	adjective	B1|B2	writing	contrast-pair	high	needs_teacher_approved_sense		pending	no
chemist-f2c80951	chemist	noun	A2|B1|B2	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
cheque-ba743803	cheque	noun	A2|B1	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
chess-8fe63c01	chess	noun	B1|B2	listening	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
chicken-cef7e592	chicken	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
child-0e93069c	child	noun	A1|A2|B1	reading	object-or-context-scene	high	needs_teacher_approved_sense		pending	no
