id	headword	status	parts_of_speech	cefr_levels	primary_skill	primary_reason	skill_labels	skill_confidence	source_count	sources	topics	image_mode	image_priority	homograph_candidate
adult-82aef589	adult	active	adjective|noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A1|CEFR A2	multi-sense-panel	high	true
advance-6ef7c4c1	advance	active	adjective|noun|verb	B1|B2	writing	advanced descriptive or abstract production word	reading|writing	review	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR B2	multi-sense-panel	high	true
advanced-e6285436	advanced	active	adjective	A2|B1	listening	explicit IELTS listening source	listening	high	4	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR B1|教育 Studying	contrast-pair	high	false
advantage-5caa3c36	advantage	active	noun	A2|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A2	object-or-context-scene	high	false
adventure-ae78612a	adventure	active	noun	A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A2	object-or-context-scene	high	false
adventurous-8d2559e4	adventurous	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Complete CAE Extended Unit 03	Unit 03	contrast-pair	low	false
adverse-95ffa894	adverse	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	contrast-pair	low	false
advert-c821b09b	advert	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: A	object-or-context-scene	medium	false
advertise-210787a5	advertise	active	verb	A2|B1	reading	highest evidence score	listening|speaking|reading	review	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A2	action-scene	high	false
advertisement-f264e6fd	advertisement	active	noun	A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A2	concept-metaphor	high	false
advertising-2c6f8a52	advertising	active	noun	A2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR A2	object-or-context-scene	low	false
advice-8015f1d1	advice	active	noun	A1|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A1	object-or-context-scene	high	false
advise-1ce9e22b	advise	active	verb	B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR B1	action-scene	high	false
advocate-3fb6871c	advocate	active	noun|verb	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	multi-sense-panel	low	true
aerobics-76b10106	aerobics	active	noun	B2	reading	highest evidence score	reading|writing	medium	1	Grammar and Vocabulary for First and First for Schools wordlist (2015)	Unit 31 | Sport	object-or-context-scene	medium	false
aerodynamic-44cb93dc	aerodynamic	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Complete CAE Extended Unit 09	Unit 09	contrast-pair	low	false
aeroplane-2488d2ec	aeroplane	active	noun	A2|B1	speaking	highest evidence score	listening|speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)	Alphabetical list: A	object-or-context-scene	high	false
aesthetic-e9ea9ed1	aesthetic	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	contrast-pair	low	false
affair-883bac1f	affair	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
affect-5c1b9018	affect	active	verb	A2|B1	reading	highest evidence score	listening|speaking|reading	review	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A2	action-scene	high	false
affect-sb-sth-a898c382	affect sb/sth	active	verb	C1	reading	highest evidence score	reading|writing	medium	1	Complete CAE Extended Unit 08	Unit 08	context-scene	low	false
affection-0d428729	affection	active	noun	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	concept-metaphor	low	false
affliction-d0ba4019	affliction	active	noun	C1	writing	advanced descriptive or abstract production word	reading|writing	medium	1	Complete CAE Extended Unit 01	Unit 01	concept-metaphor	low	false
afford-15cdad7a	afford	active	verb	B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR B1	action-scene	high	false
affordable-20567187	affordable	active	adjective	B2	listening	explicit IELTS listening source	listening|reading	high	2	IELTS Listening 1200 High-Frequency Wordlist|Oxford 5000 by CEFR level	CEFR B2|形容词 Adjectives	contrast-pair	high	false
afraid-2ae38709	afraid	active	adjective	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A1	contrast-pair	high	false
after-405906c9	after	active	adverb|conjunction|preposition	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A1|CEFR A2	manner-sequence	high	false
aftermath-6ff3fca6	aftermath	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
afternoon-7a10f399	afternoon	active	noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A1	object-or-context-scene	high	false
afterwards-ad61e7ac	afterwards	active	adverb	A2|B1|B2	writing	advanced descriptive or abstract production word	reading|writing	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR B2	manner-sequence	high	false
again-aaa4d5f8	again	active	adverb	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A1	manner-sequence	high	false
against-b51c31d9	against	active	preposition	A2|B1	reading	highest evidence score	listening|speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A2	none	none	false
age-5dc56b9a	age	active	noun|verb	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A1|CEFR B1	multi-sense-panel	high	true
aged-3fd8d44c	aged	active	adjective	B1	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR B1	contrast-pair	high	false
agency-8c886bd3	agency	active	noun	B1|B2	writing	advanced descriptive or abstract production word	reading|writing	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR B2|Unit 43 | Employment	concept-metaphor	high	false
agenda-dafd5013	agenda	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
agent-0608c405	agent	active	noun	B1	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B1	object-or-context-scene	medium	false
ages-c5a335c0	ages	active	noun	B1	reading	highest evidence score	listening|speaking|reading|writing	review	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: A	object-or-context-scene	medium	false
aggression-eb8c026c	aggression	active	noun	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	concept-metaphor	low	false
aggressive-64c90140	aggressive	active	adjective	B2	writing	advanced descriptive or abstract production word	reading|writing	review	2	Grammar and Vocabulary for First and First for Schools wordlist (2015)|Oxford 3000 by CEFR level	CEFR B2|Unit 30 | Personality	contrast-pair	high	false
ago-f03c0a59	ago	active	adverb	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A1	manner-sequence	high	false
agree-c9600527	agree	active	verb	A1|A2|B1	reading	highest evidence score	listening|speaking|reading	review	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A1	action-scene	high	false
agreement-c0e57121	agreement	active	noun	B1	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B1	concept-metaphor	medium	false
agricultural-0f23e9e0	agricultural	active	adjective	C1	writing	advanced descriptive or abstract production word	reading|writing	review	1	Oxford 5000 by CEFR level	CEFR C1	contrast-pair	low	false
agriculture-96c842e9	agriculture	active	noun	B2	listening	explicit IELTS listening source	listening|reading	high	2	IELTS Listening 1200 High-Frequency Wordlist|Oxford 5000 by CEFR level	CEFR B2|学科 Subjects	object-or-context-scene	high	false
ah-fd0aa934	ah	active	exclamation	A2	reading	highest evidence score	reading	medium	1	Oxford 3000 by CEFR level	CEFR A2	none	none	false
ahead-a7481340	ahead	active	adverb	B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR B1	manner-sequence	high	false
aid-69482e48	aid	active	noun|verb	B2	reading	highest evidence score	reading	high	1	Oxford 3000 by CEFR level	CEFR B2	multi-sense-panel	medium	true
aide-d4fbaef3	aide	active	noun	C1	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR C1	object-or-context-scene	low	false
aids-3c649185	AIDS	active	noun	B2	reading	highest evidence score	reading	high	1	Oxford 5000 by CEFR level	CEFR B2	object-or-context-scene	medium	false
aim-6c6c2766	aim	active	noun|verb	B1	reading	highest evidence score	reading	high	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR B1	multi-sense-panel	high	true
air-d1d9b935	air	active	noun	A1|A2|B1	reading	highest evidence score	speaking|reading	medium	3	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A1	object-or-context-scene	high	false
air-conditioning-30e72458	air conditioning	active	noun	B1|B2	speaking	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Grammar and Vocabulary for First and First for Schools wordlist (2015)	Alphabetical list: A|Unit 38 | House and home	context-scene	high	false
air-force-1a2e5c6b	air force	active	noun	B1	speaking	highest evidence score	listening|speaking	medium	1	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)	Alphabetical list: A	context-scene	medium	false
aircraft-fe7110fa	aircraft	active	noun	B2	listening	explicit IELTS listening source	listening|reading	high	2	IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	CEFR B2|出行 Transportations	object-or-context-scene	high	false
airline-9726f404	airline	active	noun	A2|B1	reading	highest evidence score	speaking|reading	medium	2	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A2	object-or-context-scene	high	false
airport-6b5465bf	airport	active	noun	A1|A2|B1	listening	explicit IELTS listening source	listening	high	4	Cambridge B1 Preliminary and Preliminary for Schools Vocabulary List (2025)|Cambridge KET and KET for Schools Vocabulary List (2009)|IELTS Listening 1200 High-Frequency Wordlist|Oxford 3000 by CEFR level	Alphabetical list: A|CEFR A1|出行 Transportations	object-or-context-scene	high	false
airship-df9c4880	airship	active	unspecified		listening	explicit IELTS listening source	listening	high	1	IELTS Listening 1200 High-Frequency Wordlist	出行 Transportations	none	none	false
